gene_id,studyshield_score,permutation_count,empirical_p,bh_fdr
Solyc03g082560,-0.9690712594777504,1000,0.000999000999000999,0.00735772164343593
Solyc07g005390,-0.9693548836477258,1000,0.000999000999000999,0.00735772164343593
Solyc07g007350,-0.9695236820933356,1000,0.000999000999000999,0.00735772164343593
Solyc10g075070,-0.9715641791276716,1000,0.000999000999000999,0.00735772164343593
Solyc07g051820,-0.9755952676616444,1000,0.000999000999000999,0.00735772164343593
Solyc03g123830,-0.9779441312019178,1000,0.000999000999000999,0.00735772164343593
Solyc04g064620,-0.9785408395716572,1000,0.000999000999000999,0.00735772164343593
Solyc06g072700,-0.9791567506770652,1000,0.000999000999000999,0.00735772164343593
Solyc05g055400,-0.980634901509174,1000,0.000999000999000999,0.00735772164343593
Solyc05g012510,-0.9817545985844414,1000,0.000999000999000999,0.00735772164343593
Solyc07g043420,-0.9841198075511703,1000,0.000999000999000999,0.00735772164343593
Solyc07g066150,-0.984739781393183,1000,0.000999000999000999,0.00735772164343593
Solyc09g092430,-0.9878955785999524,1000,0.000999000999000999,0.00735772164343593
Solyc08g067030,-0.991359351466386,1000,0.000999000999000999,0.00735772164343593
Solyc03g121180,-0.9943647630951428,1000,0.000999000999000999,0.00735772164343593
Solyc08g081790,0.9743567431761372,1000,0.001998001998001998,0.009178939872009179
Solyc02g077790,0.9331497309418876,1000,0.001998001998001998,0.009178939872009179
Solyc01g008680,0.9290701291467064,1000,0.001998001998001998,0.009178939872009179
Solyc06g072650,0.8848388110805545,1000,0.001998001998001998,0.009178939872009179
Solyc08g007890,0.844510162164092,1000,0.001998001998001998,0.009178939872009179
Solyc03g031860,0.756552969935454,1000,0.001998001998001998,0.009178939872009179
Solyc02g065530,-0.5654694977043633,1000,0.001998001998001998,0.009178939872009179
Solyc01g108860,-0.7235946005852825,1000,0.001998001998001998,0.009178939872009179
Solyc02g070790,-0.7597466721496177,1000,0.001998001998001998,0.009178939872009179
Solyc03g121720,-0.7710825909945075,1000,0.001998001998001998,0.009178939872009179
Solyc04g015390,-0.80133578953291,1000,0.001998001998001998,0.009178939872009179
Solyc12g009930,-0.8049804561800117,1000,0.001998001998001998,0.009178939872009179
Solyc08g076520,-0.8108408599848961,1000,0.001998001998001998,0.009178939872009179
Solyc09g092580,-0.8116046476097645,1000,0.001998001998001998,0.009178939872009179
Solyc02g077330,-0.8147240191760259,1000,0.001998001998001998,0.009178939872009179
Solyc07g043500,-0.8429008721362303,1000,0.001998001998001998,0.009178939872009179
Solyc06g083580,-0.8563833134558949,1000,0.001998001998001998,0.009178939872009179
