gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,differential
Solyc12g096320,48.710946044001645,-1.2227895958950799,0.2977294529472722,-4.107049483316102,4.0074540034811685e-5,7.992733746988642e-5,TRUE
Solyc03g097420,7.22042902970562,-5.516722414957475,1.3432608799789076,-4.106962762917729,4.008958289413613e-5,7.994866590832116e-5,TRUE
Solyc04g009480,69.21018288689108,-0.9902748197600026,0.2411948845259155,-4.105704072897123,4.030852442172306e-5,8.03678529766307e-5,FALSE
Solyc08g083290,789.4509210247463,-0.4206738577066809,0.10246039499808583,-4.105721607988531,4.030546651972618e-5,8.03678529766307e-5,FALSE
Solyc01g112060,844.163584748183,-0.3807171872398784,0.09273267484791915,-4.105534406984933,4.033812342106443e-5,8.041814584637538e-5,FALSE
Solyc11g040223,133.79879358689612,-0.8622347424229199,0.2100282195330362,-4.105328057058045,4.037414991303623e-5,8.048124027882726e-5,FALSE
Solyc06g083390,4977.9888312185185,0.29357915437117516,0.07153055314413122,4.104248345173913,4.056315446869183e-5,8.084923220188246e-5,FALSE
Solyc10g084700,457.26332158783833,0.4539531635757266,0.11061474283474483,4.103911937434229,4.062221430077412e-5,8.095817058663602e-5,FALSE
Solyc08g081730,6562.762004308813,0.33543991978196214,0.08175068904684542,4.103206024229909,4.0746409981297845e-5,8.119688397682367e-5,FALSE
Solyc09g018670,559.8523416735578,-0.4378824210509713,0.10673920492695306,-4.102357904489133,4.0896101450956925e-5,8.148634651776947e-5,FALSE
Solyc12g009535,47.30093536455614,1.206897569604179,0.2942747401469337,4.101261185386029,4.109044399952264e-5,8.186470489251379e-5,TRUE
Solyc03g083400,108.65164469024756,0.8359161502571597,0.20382552267571064,4.1011358110785485,4.1112716507648056e-5,8.190020237972412e-5,FALSE
Solyc04g081210,3166.2928843944037,-0.29377031030247114,0.0716372105712889,-4.100806102858083,4.1171343234719275e-5,8.200810517757552e-5,FALSE
Solyc12g014390,671.8708191898488,0.4220021501855289,0.10290898086003833,4.100731993055827,4.118453190758986e-5,8.20254875468282e-5,FALSE
Solyc02g093270,681.477367830402,0.4377118716907292,0.10675793828529698,4.10004050959658,4.130778251818898e-5,8.226204810224982e-5,FALSE
Solyc02g086380,63.53683840891579,1.3082358019170426,0.31912163218286904,4.099489567562041,4.1406233329277506e-5,8.244917539992509e-5,TRUE
Solyc02g093170,203.72899658787216,0.6795699321643947,0.1658456881159811,4.097603862267134,4.174488798433675e-5,8.311451054002626e-5,FALSE
Solyc08g005580,21.20838082297936,-1.9944395419364234,0.4869777098996641,-4.095545856395262,4.21174847180673e-5,8.384727329133975e-5,TRUE
Solyc10g006700,1652.2171876014904,1.6375670958710598,0.3998827404453199,4.095118219024462,4.219530229800994e-5,8.399309606327198e-5,TRUE
Solyc04g025040,341.61421946480937,-0.6507806851117776,0.15892106469023912,-4.094993236927063,4.221807115624025e-5,8.402932027557e-5,FALSE
