gene_id,effect_source_a,effect_source_b,same_direction,minimum_absolute_effect
Solyc10g085830,0.4408017113095237,0.34987676711309534,True,0.34987676711309534
Solyc08g069010,-0.6010393415178571,-0.34936523437500006,True,0.34936523437500006
Solyc11g012860,-0.4114699590773809,-0.34826078869047633,True,0.34826078869047633
Solyc10g081010,-0.4390752883184524,-0.34563337053571447,True,0.34563337053571447
Solyc02g070890,0.5818684895833335,0.34396507626488093,True,0.34396507626488093
Solyc12g014570,-0.6231282552083335,-0.3428722563244048,True,0.3428722563244048
Solyc08g014130,0.478701636904762,0.3422154017857142,True,0.3422154017857142
Solyc01g109790,-0.5250186011904763,-0.341738746279762,True,0.341738746279762
Solyc01g108400,0.5456659226190477,0.3414190383184524,True,0.3414190383184524
Solyc06g061170,0.41937546502976186,0.3407156808035714,True,0.3407156808035714
Solyc09g015000,0.4029366629464286,0.33937290736607156,True,0.33937290736607156
Solyc04g082120,0.44062732514880965,0.3382917131696428,True,0.3382917131696428
Solyc08g007890,0.5513160342261907,0.3379138764880952,True,0.3379138764880952
Solyc06g068900,0.5066615513392856,0.3365129743303572,True,0.3365129743303572
Solyc11g006020,-0.5436314174107144,-0.33475748697916663,True,0.33475748697916663
Solyc02g070020,0.5411667596726191,0.3343447730654763,True,0.3343447730654763
Solyc06g051150,0.5607910156250001,0.33385067894345244,True,0.33385067894345244
Solyc03g120290,-0.48523530505952384,-0.3336704799107144,True,0.3336704799107144
Solyc12g011450,-0.4740164620535715,-0.33301943824404756,True,0.33301943824404756
Solyc01g109500,-0.4112723214285714,-0.3327287946428571,True,0.3327287946428571
Solyc04g071590,0.5196242559523809,0.3322986421130952,True,0.3322986421130952
Solyc03g026210,-0.4304082961309524,-0.3300258091517858,True,0.3300258091517858
Solyc03g117630,0.431489490327381,0.3295724051339286,True,0.3295724051339286
Solyc04g012060,-0.47529529389880953,-0.32502673921130953,True,0.32502673921130953
Solyc02g014430,0.4222877139136905,0.3246605282738096,True,0.3246605282738096
Solyc02g088500,-0.40600585937500006,-0.3233003162202381,True,0.3233003162202381
Solyc07g056540,-0.5067313058035715,-0.3231956845238093,True,0.3231956845238093
Solyc05g041430,-0.44068545386904767,-0.32244001116071436,True,0.32244001116071436
Solyc07g008430,-0.5496070498511905,-0.3211728050595239,True,0.3211728050595239
Solyc03g123830,-0.452450706845238,-0.3210391090029763,True,0.3210391090029763
